Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
GOOSE,2096.0,,0.68215,0,0.3,,881.206,855.063,855.063,853.498,Tubing Pressure,1174.13919436768
GOOSE,2097.0,,0.98759,0,0.3,,896.905,875.602,875.602,844.356,Tubing Pressure,1152.08357422584
GOOSE,2098.0,,0.98704,0,0.3,,880.379,847.227,847.227,829.457,Tubing Pressure,1116.49278066779
GOOSE,2099.0,,0.68695,0,0.3,,884.551,845.389,845.389,836.103,Tubing Pressure,1160.78419294903
GOOSE,2100.0,,0.9858,0,0.3,,892.783,857.527,857.527,845.194,Tubing Pressure,1129.56902011578
GOOSE,2101.0,,1.05066,0,0.3,,878.443,851.016,851.016,835.764,Tubing Pressure,1115.45997244257
GOOSE,2102.0,,0.85834,0,0.3,,874.517,836.01,836.01,831.873,Tubing Pressure,1118.41433102472
GOOSE,2103.0,,0.23147,0,0.3,,915.159,894.986,894.986,901.448,Tubing Pressure,1457.50077513216
GOOSE,2104.0,,0.38182,0,0.3,,945.024,923.873,923.873,882.554,Tubing Pressure,1369.83994770591
GOOSE,2105.0,,0.94336,0,0.3,,917.086,882.768,882.768,856.039,Tubing Pressure,1166.1242165632
GOOSE,2106.0,,0.71537,0,0.3,,908.938,890.702,890.702,880.059,Tubing Pressure,1212.77439097756
GOOSE,2107.0,,0.82322,0,0.3,,919.063,908.634,908.634,885.286,Tubing Pressure,1216.23504378015
GOOSE,2108.0,,0.8973,0,0.3,,901.154,886.448,886.448,880.04,Tubing Pressure,1177.01311770784
GOOSE,2109.0,,0.92499,0,0.3,,896.717,881.996,881.996,874.035,Tubing Pressure,1167.42856144766
GOOSE,2110.0,,0.72519,0,0.3,,897.185,884.52,884.52,876.396,Tubing Pressure,1203.00539128606
GOOSE,2111.0,,0.92218,0,0.3,,903.603,889.318,889.318,866.715,Tubing Pressure,1177.18690190427
GOOSE,2112.0,,0.70707,0,0.3,,898.357,879.155,879.155,869.992,Tubing Pressure,1199.72001469002
GOOSE,2113.0,,0.7936,0,0.3,,914.278,902.274,902.274,879.917,Tubing Pressure,1213.34317110801
GOOSE,2114.0,,0.87126,0,0.3,,903.638,885.225,885.225,867.332,Tubing Pressure,1179.25620885247
GOOSE,2115.0,,0.18083,0,0.3,,922.53,902.443,902.443,907.757,Tubing Pressure,1539.91760406956
GOOSE,2116.0,,0.24201,0,0.3,,961.011,940.325,940.325,918.027,Tubing Pressure,1505.02502976309
GOOSE,2117.0,,0.14968,0,0.3,,971.804,946.633,946.633,934.955,Tubing Pressure,1659.05834618661
GOOSE,2118.0,,0.109,0,0.3,,990.025,964.387,964.387,941.73,Tubing Pressure,1784.78867281995
GOOSE,2119.0,,0.28685,0,0.3,,991.176,960.153,960.153,927.658,Tubing Pressure,1485.86771865462
GOOSE,2120.0,,0.29416,0,0.3,,985.855,948.666,948.666,923.592,Tubing Pressure,1464.38637786341
GOOSE,2121.0,,0.2081,0,0.3,,998.688,958.153,958.153,936.368,Tubing Pressure,1571.41786095507
GOOSE,2122.0,,0.08122,0,0.3,,1003.66,960.071,960.071,937.342,Tubing Pressure,1871.87679804807
GOOSE,2123.0,,0.03263,0,0.3,,1020.425,976.371,976.371,967.563,Tubing Pressure,2174.60103429529
GOOSE,2124.0,,0.17563,0,0.3,,1025.144,979.213,979.213,959.357,Tubing Pressure,1651.12484336863
GOOSE,2125.0,,0.27648,0,0.3,,1021.49,970.223,970.223,939.97,Tubing Pressure,1508.60542771859
GOOSE,2126.0,,1.13934,0,0.3,,990.312,942.571,942.571,911.814,Tubing Pressure,1222.5429905212
GOOSE,2127.0,,1.17647,0,0.1,,937.789,915.882,915.882,899.585,Tubing Pressure,1118.23659317687
GOOSE,2128.0,,1.09064,0,0.1,,925.911,902.937,902.937,893.62,Tubing Pressure,1105.81307660799
GOOSE,2129.0,,0.97954,0,0.1,,929.801,910.827,910.827,899.089,Tubing Pressure,1123.67955956428
GOOSE,2130.0,,0.46436,0,0.1,,936.826,922.528,922.528,910.735,Tubing Pressure,1302.89297319503
GOOSE,2131.0,,0.81692,0,0.1,,962.694,950.949,950.949,924.449,Tubing Pressure,1197.47411166943
GOOSE,2132.0,,0.96014,0,0.1,,941.24,927.191,927.191,908.853,Tubing Pressure,1145.53552560633
GOOSE,2133.0,,1.19988,0,0.1,,918.924,897.429,897.429,875.984,Tubing Pressure,1093.2385596819
GOOSE,2134.0,,1.09125,0,0.1,,899.054,876.306,876.306,873.899,Tubing Pressure,1072.12150577373
GOOSE,2135.0,,1.17775,0,0.1,,900.249,880.504,880.504,862.483,Tubing Pressure,1074.48401972911
GOOSE,2136.0,,1.10654,0,0.1,,887.49,865.577,865.577,859.576,Tubing Pressure,1057.62092613945
GOOSE,2137.0,,0.6835,0,0.1,,895.071,875.116,875.116,868.177,Tubing Pressure,1129.09319797437
GOOSE,2138.0,,0.67782,0,0.1,,935.952,920.19,920.19,896.505,Tubing Pressure,1190.66455992746
GOOSE,2139.0,,1.05637,0,1.5,,915.398,889.989,889.989,871.514,Tubing Pressure,1187.96226018956
GOOSE,2140.0,,0,0,0,,942.589,923.925,923.925,777.7,Tubing Pressure,1087.99536581898
GOOSE,2141.0,,0,0,0,,991.905,980.149,980.149,687.234,Tubing Pressure,1155.55576858957
GOOSE,2142.0,,0,0,0,,1024.8,1010.786,1010.786,703.823,Tubing Pressure,1192.42584717361
GOOSE,2143.0,,0,0,0,,1109.806,1093.536,1093.536,635.616,Tubing Pressure,1292.19425477255
GOOSE,2144.0,,0,0,0,,1205.338,1187.296,1187.296,627.571,Tubing Pressure,1405.52532448406
GOOSE,2145.0,,0,0,0,,1355.968,1336.018,1336.018,594.964,Tubing Pressure,1585.77924203409
GOOSE,2146.0,,0,0,0,,1573.87,1782.855,1782.855,574.451,Tubing Pressure,2128.20673885537
GOOSE,2147.0,,0,0,0,,1375.611,2014.895,2014.895,532.101,Tubing Pressure,2408.31382720449
GOOSE,2148.0,,0,0,0,,1299.028,2010.54,2010.54,518.028,Tubing Pressure,2403.07614898865
GOOSE,2149.0,,0,0,0,,1275.981,2006.931,2006.931,500.293,Tubing Pressure,2398.73503017132
GOOSE,2150.0,,0,0,0,,1252.629,2002.178,2002.178,484.615,Tubing Pressure,2393.01696671545
GOOSE,2151.0,,0,0,0,,1245.306,1997.613,1997.613,516.191,Tubing Pressure,2387.52414166004
GOOSE,2152.0,,0,0,0,,1249.542,1992.228,1992.228,452.863,Tubing Pressure,2381.0434867882
GOOSE,2153.0,,0,0,0,,1293.332,1987.073,1987.073,400.984,Tubing Pressure,2374.8384548621
GOOSE,2154.0,,0,0,0,,1348.042,1982.261,1982.261,390.458,Tubing Pressure,2369.04525971213
GOOSE,2155.0,,0.0058,0,0,,1391.615,825.736,825.736,868.37,Tubing Pressure,970.347328572268
GOOSE,2156.0,,0,0,0,,1458.094,3.838,3.838,850.275,Tubing Pressure,
GOOSE,2157.0,,0,0,0,,1512.291,5.967,5.967,840.922,Tubing Pressure,6.89148896999733
GOOSE,2158.0,,0,0,0,,1542.107,934.659,934.659,777.881,Tubing Pressure,1100.88313568056
GOOSE,2159.0,,0,0,0,,1597.323,1554.998,1554.998,621.911,Tubing Pressure,1851.7419601966
GOOSE,2160.0,,0,0,0,,1625.026,1553.793,1553.793,478.496,Tubing Pressure,1850.27814831517
GOOSE,2161.0,,0,0,0,,1676.348,1553.296,1553.296,372.833,Tubing Pressure,1849.67439956145
GOOSE,2162.0,,0,0,0,,1732.236,1552.448,1552.448,259.7,Tubing Pressure,1848.64425796527
GOOSE,2163.0,,0,0,0,,1781.741,1551.653,1551.653,129.062,Tubing Pressure,1847.67849729529
GOOSE,2164.0,,0,0,0,,1824.955,1550.931,1550.931,128.169,Tubing Pressure,1846.8014137575
GOOSE,2165.0,,0,0,0,,1848.485,1550.228,1550.228,198.743,Tubing Pressure,1845.94740884901
GOOSE,2166.0,,0,0,0,,1860.983,1549.554,1549.554,262.82,Tubing Pressure,1845.12863086933
GOOSE,2167.0,,0,0,0,,1872.059,1548.844,1548.844,317.139,Tubing Pressure,1844.26611747743
GOOSE,2168.0,,0,0,0,,1884.806,1548.169,1548.169,367.341,Tubing Pressure,1843.44612003574
GOOSE,2169.0,,0,0,0,,1899.047,1547.387,1547.387,411.394,Tubing Pressure,1842.49613524712
GOOSE,2170.0,,0,0,0,,1913.983,1546.625,1546.625,433.955,Tubing Pressure,1841.57044453882
GOOSE,2171.0,,0,0,0,,1932.084,1545.62,1545.62,448.414,Tubing Pressure,1840.34954965463
GOOSE,2172.0,,0,0,0,,1946.973,1544.846,1544.846,497.558,Tubing Pressure,1839.40927521453
GOOSE,2173.0,,0,0,0,,1959.172,1544.307,1544.307,554.438,Tubing Pressure,1838.75448301481
GOOSE,2174.0,,0,0,0,,1972.812,1543.807,1543.807,590.996,Tubing Pressure,1838.1470681827
GOOSE,2175.0,,0,0,0,,1987.819,1542.93,1542.93,610.938,Tubing Pressure,1837.08166018866
GOOSE,2176.0,,0,0,0,,2001.435,1541.957,1541.957,606.954,Tubing Pressure,1835.89962447139
GOOSE,2177.0,,0,0,0,,2005.509,1540.915,1540.915,611.306,Tubing Pressure,1834.63376109062
GOOSE,2178.0,,0,0,0,,2009.888,1540.192,1540.192,619.939,Tubing Pressure,1833.75542960676
GOOSE,2179.0,,0,0,0,,2017.137,1539.3,1539.3,623.674,Tubing Pressure,1832.6717868667
GOOSE,2180.0,,0,0,0,,2024.37,1538.329,1538.329,630.723,Tubing Pressure,1831.49216787572
GOOSE,2181.0,,0,0,0,,2034.89,1537.607,1537.607,654.453,Tubing Pressure,1830.61504451834
GOOSE,2182.0,,0,0,0,,2046.561,1536.777,1536.777,648.216,Tubing Pressure,1829.60671468025
GOOSE,2183.0,,0,0,0,,2056.951,1535.418,1535.418,621.993,Tubing Pressure,1827.95572111497
GOOSE,2184.0,,0,0,0,,2064.668,1534.327,1534.327,621.164,Tubing Pressure,1826.63030641018
GOOSE,2185.0,,0,0,0,,2069.102,1533.51,1533.51,636.138,Tubing Pressure,1825.63776137145
GOOSE,2186.0,,0,0,0,,2064.619,1532.315,1532.315,629.481,Tubing Pressure,1824.18599321304
GOOSE,2187.0,,0,0,0,,2057.399,1531.225,1531.225,628.045,Tubing Pressure,1822.86178277025
GOOSE,2188.0,,0,0,0,,2063.543,1530.291,1530.291,630.495,Tubing Pressure,1821.72708961367
GOOSE,2189.0,,0,0,0,,2073.577,1529.229,1529.229,632.82,Tubing Pressure,1820.43688994179
GOOSE,2190.0,,0,0,0,,2085.445,1528.206,1528.206,638.667,Tubing Pressure,1819.19406787723
GOOSE,2191.0,,0,0,0,,2096.624,1527.468,1527.468,636.485,Tubing Pressure,1818.29748470392
GOOSE,2192.0,,0,0,0,,2108.185,1526.599,1526.599,634.542,Tubing Pressure,1817.24175024016
GOOSE,2193.0,,0,0,0,,2121.669,1525.994,1525.994,640.019,Tubing Pressure,1816.50674438656
GOOSE,2194.0,,0,0,0,,2134.124,1525.31,1525.31,630.047,Tubing Pressure,1815.67576141305
GOOSE,2195.0,,0,0,0,,2146.878,1524.246,1524.246,617.154,Tubing Pressure,1814.38311897848
GOOSE,2196.0,,0,0,0,,2159.515,1523.34,1523.34,607.838,Tubing Pressure,1813.28242730775
GOOSE,2197.0,,0,0,0,,2171.711,1522.438,1522.438,589.679,Tubing Pressure,1812.18659355061
GOOSE,2198.0,,0,0,0,,2183.892,1521.493,1521.493,596.83,Tubing Pressure,1811.03851815456
GOOSE,2199.0,,0,0,0,,2196.298,1520.934,1520.934,614.247,Tubing Pressure,1810.35939126818
GOOSE,2200.0,,0,0,0,,2209.066,1520.765,1520.765,643.607,Tubing Pressure,1810.15407370505
GOOSE,2201.0,,0,0,0,,2218.295,1519.73,1519.73,630.663,Tubing Pressure,1808.896654184
GOOSE,2202.0,,0,0,0,,2228.617,1518.866,1518.866,637.707,Tubing Pressure,1807.84698104165
GOOSE,2203.0,,0,0,0,,2238.826,1518.266,1518.266,639.719,Tubing Pressure,1807.11804068973
GOOSE,2204.0,,0,0,0,,2249.611,1517.495,1517.495,640.245,Tubing Pressure,1806.18135134619
GOOSE,2205.0,,0,0,0,,2260.254,1516.811,1516.811,644.592,Tubing Pressure,1805.35035756276
GOOSE,2206.0,,0,0,0,,2270.709,1516.314,1516.314,650.189,Tubing Pressure,1804.74655030726
GOOSE,2207.0,,0,0,0,,2281.108,1515.855,1515.855,652.242,Tubing Pressure,1804.18890932344
GOOSE,2208.0,,0,0,0,,2291.573,1515.153,1515.153,649.268,Tubing Pressure,1803.33604613962
GOOSE,2209.0,,0,0,0,,2300.596,1514.52,1514.52,647.645,Tubing Pressure,1802.5670111104
GOOSE,2210.0,,0,0,0,,2308.272,1513.687,1513.687,649.493,Tubing Pressure,1801.55499411867
GOOSE,2211.0,,0,0,0,,2310.561,1513.373,1513.373,647.98,Tubing Pressure,1801.17351326465
GOOSE,2212.0,,0,0,0,,2307.523,1512.694,1512.694,646.586,Tubing Pressure,1800.34859082333
GOOSE,2213.0,,0,0,0,,2302.937,1512.11,1512.11,645.153,Tubing Pressure,1799.63908413395
GOOSE,2214.0,,0,0,0,,2298.122,1511.526,1511.526,645.678,Tubing Pressure,1798.92957700474
GOOSE,2215.0,,0,0,0,,2292.463,1511.023,1511.023,644.236,Tubing Pressure,1798.31847740358
GOOSE,2216.0,,0,0,0,,2286.683,1510.273,1510.273,641.847,Tubing Pressure,1797.40729533199
GOOSE,2217.0,,0,0,0,,2279.868,1509.519,1509.519,641.135,Tubing Pressure,1796.49125324802
GOOSE,2218.0,,0,0,0,,2274.108,1509.074,1509.074,642.59,Tubing Pressure,1795.95061805908
GOOSE,2219.0,,0,0,0,,2268.155,1508.388,1508.388,639.886,Tubing Pressure,1795.11718905673
GOOSE,2220.0,,0,0,0,,2262.247,1507.548,1507.548,637.207,Tubing Pressure,1794.09666316624
GOOSE,2221.0,,0,0,0,,2256.613,1506.811,1506.811,635.252,Tubing Pressure,1793.20127299622
GOOSE,2222.0,,0,0,0,,2250.751,1506.18,1506.18,635.677,Tubing Pressure,1792.43466344343
GOOSE,2223.0,,0,0,0,,2245.298,1505.569,1505.569,633.606,Tubing Pressure,1791.69235186931
GOOSE,2224.0,,0,0,0,,2240.032,1504.75,1504.75,633.527,Tubing Pressure,1790.69733842959
GOOSE,2225.0,,0,0,0,,2234.39,1503.999,1503.999,633.873,Tubing Pressure,1789.78493910151
GOOSE,2226.0,,0,0,0,,2229.482,1503.474,1503.474,632.312,Tubing Pressure,1789.14710984773
GOOSE,2227.0,,0,0,0,,2224.309,1502.57,1502.57,631.34,Tubing Pressure,1788.04882877872
GOOSE,2228.0,,0,0,0,,2219.644,1501.837,1501.837,631.489,Tubing Pressure,1787.15829782265
GOOSE,2229.0,,0,0,0,,2214.277,1501.231,1501.231,630.105,Tubing Pressure,1786.42206066107
GOOSE,2230.0,,0,0,0,,2209.795,1500.384,1500.384,625.211,Tubing Pressure,1785.39302938577
GOOSE,2231.0,,0,0,0,,2205.007,1499.236,1499.236,622.449,Tubing Pressure,1783.9983094584
GOOSE,2232.0,,0,0,0,,2200.442,1498.471,1498.471,625.416,Tubing Pressure,1783.06890198116
GOOSE,2233.0,,0,0,0,,2196.473,1497.997,1497.997,628.677,Tubing Pressure,1782.49303397161
GOOSE,2234.0,,0,0,0,,2192.819,1497.491,1497.491,626.083,Tubing Pressure,1781.87828882585
GOOSE,2235.0,,0,0,0,,2188.452,1496.494,1496.494,621.864,Tubing Pressure,1780.66702233566
GOOSE,2236.0,,0,0,0,,2184.184,1495.829,1495.829,621.317,Tubing Pressure,1779.85910650355
GOOSE,2237.0,,0,0,0,,2180.278,1494.927,1494.927,620.391,Tubing Pressure,1778.76325714984
GOOSE,2238.0,,0,0,0,,2176.209,1494.134,1494.134,620.309,Tubing Pressure,1777.79983373295
GOOSE,2239.0,,0,0,0,,2172.578,1493.36,1493.36,618.902,Tubing Pressure,1776.85949440499
GOOSE,2240.0,,0,0,0,,2169.902,1492.366,1492.366,613.94,Tubing Pressure,1775.65187588734
GOOSE,2241.0,,0,0,0,,2166.166,1491.44,1491.44,612.521,Tubing Pressure,1774.52687178177
GOOSE,2242.0,,0,0,0,,2162.946,1490.725,1490.725,611.927,Tubing Pressure,1773.65821374879
GOOSE,2243.0,,0,0,0,,2159.458,1489.921,1489.921,615.907,Tubing Pressure,1772.68142982253
GOOSE,2244.0,,0,0,0,,2156.558,1489.293,1489.293,617.478,Tubing Pressure,1771.91846963875
GOOSE,2245.0,,0,0,0,,2153.51,1488.723,1488.723,618.214,Tubing Pressure,1771.22597426748
GOOSE,2246.0,,0,0,0,,2150.876,1488.133,1488.133,616.676,Tubing Pressure,1770.50918140266
GOOSE,2247.0,,0,0,0,,2084.177,1487.219,1487.219,613.949,Tubing Pressure,1769.39876121136
GOOSE,2248.0,,0,0,0,,2144.879,1486.48,1486.48,614.773,Tubing Pressure,1768.50094973647
GOOSE,2249.0,,0,0,0,,2141.731,1485.692,1485.692,610.592,Tubing Pressure,1767.54360904728
GOOSE,2250.0,,0,0,0,,2137.905,1484.776,1484.776,606.833,Tubing Pressure,1766.4307622894
GOOSE,2251.0,,0,0,0,,2135.12,1484.016,1484.016,608.948,Tubing Pressure,1765.50744056098
GOOSE,2252.0,,0,0,0,,2131.924,1483.455,1483.455,608.294,Tubing Pressure,1764.82588399523
GOOSE,2253.0,,0,0,0,,2129.042,1482.621,1482.621,606.712,Tubing Pressure,1763.81266210013
GOOSE,2254.0,,0,0,0,,2126.138,1481.766,1481.766,605.616,Tubing Pressure,1762.77392927286
GOOSE,2255.0,,0,0,0,,2123.253,1481.239,1481.239,606.569,Tubing Pressure,1762.1336817016
GOOSE,2256.0,,0,0,0,,2120.598,1480.561,1480.561,605.993,Tubing Pressure,1761.30998630979
GOOSE,2257.0,,0,0,0,,2117.22,1479.661,1479.661,602.734,Tubing Pressure,1760.2165869467
GOOSE,2258.0,,0,0,0,,2114.719,1478.932,1478.932,603.903,Tubing Pressure,1759.33093487715
GOOSE,2259.0,,0,0,0,,2111.473,1478.151,1478.151,600.323,Tubing Pressure,1758.38211016742
GOOSE,2260.0,,0,0,0,,2108.642,1477.367,1477.367,599.35,Tubing Pressure,1757.42964219939
GOOSE,2261.0,,0,0,0,,2105.896,1476.445,1476.445,599.893,Tubing Pressure,1756.30952308118
GOOSE,2262.0,,0,0,0,,2103.884,1475.918,1475.918,601.358,Tubing Pressure,1755.66928247483
GOOSE,2263.0,,0,0,0,,2100.734,1475.13,1475.13,598.342,Tubing Pressure,1754.71195996614
GOOSE,2264.0,,0,0,0,,2097.891,1474.318,1474.318,598.817,Tubing Pressure,1753.72548218175
GOOSE,2265.0,,0,0,0,,2095.427,1473.676,1473.676,598.869,Tubing Pressure,1752.94553451172
GOOSE,2266.0,,0,0,0,,2092.638,1472.818,1472.818,594.944,Tubing Pressure,1751.90317616297
GOOSE,2267.0,,0,0,0,,2089.723,1471.909,1471.909,593.612,Tubing Pressure,1750.79886187408
GOOSE,2268.0,,0,0,0,,2086.984,1471.1,1471.1,593.476,Tubing Pressure,1749.81603683518
GOOSE,2269.0,,0,0,0,,2084.479,1470.315,1470.315,592.432,Tubing Pressure,1748.86237070102
GOOSE,2270.0,,0,0,0,,2081.645,1469.514,1469.514,577.809,Tubing Pressure,1747.88926861192
GOOSE,2271.0,,0,0,0,,2079.135,1468.675,1468.675,579.468,Tubing Pressure,1746.87000394709
GOOSE,2272.0,,0,0,0,,2076.45,1467.929,1467.929,578.408,Tubing Pressure,1745.96372314409
GOOSE,2273.0,,0,0,0,,2073.571,1467.064,1467.064,570.105,Tubing Pressure,1744.91287690077
GOOSE,2274.0,,0,0,0,,2070.799,1466.004,1466.004,585.392,Tubing Pressure,1743.62513882855
GOOSE,2275.0,,0,0,0,,2068.147,1464.969,1464.969,585.325,Tubing Pressure,1742.3677761632
GOOSE,2276.0,,0,0,0,,2065.526,1464.115,1464.115,584.207,Tubing Pressure,1741.33030296571
GOOSE,2277.0,,0,0,0,,2063.089,1463.386,1463.386,585.489,Tubing Pressure,1740.44468671621
GOOSE,2278.0,,0,0,0,,2060.752,1462.657,1462.657,590.293,Tubing Pressure,1739.5590727403
GOOSE,2279.0,,0,0,0,,2058.205,1461.911,1461.911,585.995,Tubing Pressure,1738.65280872854
GOOSE,2280.0,,0,0,0,,2055.995,1461.286,1461.286,581.586,Tubing Pressure,1737.89354104571
GOOSE,2281.0,,0,0,0,,2052.725,1460.44,1460.44,566.886,Tubing Pressure,1736.86579912648
GOOSE,2282.0,,0,0,0,,2050.428,1459.726,1459.726,582.399,Tubing Pressure,1735.99841649497
GOOSE,2283.0,,0,0,0,,2048.571,1459.121,1459.121,598.851,Tubing Pressure,1735.26345108573
GOOSE,2284.0,,0,0,0,,2046.382,1458.454,1458.454,590.449,Tubing Pressure,1734.45316869665
GOOSE,2285.0,,0,0,0,,2043.255,1457.611,1457.611,555.234,Tubing Pressure,1733.4290812518
GOOSE,2286.0,,0,0,0,,2040.379,1456.814,1456.814,538.403,Tubing Pressure,1732.4608779751
GOOSE,2287.0,,0,0,0,,2037.801,1456.161,1456.161,507.228,Tubing Pressure,1731.6676096319
GOOSE,2288.0,,0,0,0,,2035.482,1455.401,1455.401,504.711,Tubing Pressure,1730.74435997945
GOOSE,2289.0,,0,0,0,,2032.965,1454.785,1454.785,520.221,Tubing Pressure,1729.99604381727
GOOSE,2290.0,,0,0,0,,2030.606,1454.062,1454.062,517.171,Tubing Pressure,1729.11774626745
GOOSE,2291.0,,0,0,0,,2028.083,1453.297,1453.297,506.045,Tubing Pressure,1728.1884299537
GOOSE,2292.0,,0,0,0,,2025.743,1452.483,1452.483,496.878,Tubing Pressure,1727.19959188298
GOOSE,2293.0,,0,0,0,,2023.668,1451.887,1451.887,508.244,Tubing Pressure,1726.47557984914
GOOSE,2294.0,,0,0,0,,2021.6,1451.093,1451.093,503.137,Tubing Pressure,1725.51104309423
GOOSE,2295.0,,0,0,0,,2019.097,1450.357,1450.357,501.414,Tubing Pressure,1724.61696670841
GOOSE,2296.0,,0,0,0,,2017.101,1449.646,1449.646,511.957,Tubing Pressure,1723.75326258639
GOOSE,2297.0,,0,0,0,,2015.229,1449.069,1449.069,193.138,Tubing Pressure,1723.05233999404
GOOSE,2298.0,,0,0,0,,2012.959,1448.391,1448.391,134.694,Tubing Pressure,1722.22872792346
GOOSE,2299.0,,0,0,0,,2011.578,1447.74,1447.74,115.89,Tubing Pressure,1721.43791687148
GOOSE,2300.0,,0,0,0,,2009.17,1446.867,1446.867,91.741,Tubing Pressure,1720.37743184162
GOOSE,2301.0,,0,0,0,,2006.765,1445.977,1445.977,70.182,Tubing Pressure,1719.29629999
GOOSE,2302.0,,0,0,0,,2004.849,1445.344,1445.344,53.862,Tubing Pressure,1718.52736284245
GOOSE,2303.0,,0,0,0,,2003.184,1444.662,1444.662,39.938,Tubing Pressure,1717.69890599253
GOOSE,2304.0,,0,0,0,,2001.05,1443.912,1443.912,27.084,Tubing Pressure,1716.7878496012
GOOSE,2305.0,,0,0,0,,1998.651,1443.101,1443.101,7.841,Tubing Pressure,1715.80269764134
GOOSE,2306.0,,0,0,0,,1997.606,1442.614,1442.614,0,Tubing Pressure,1715.21112234409
GOOSE,2307.0,,0,0,0,,1996.161,1442.099,1442.099,0,Tubing Pressure,1714.5855359308
GOOSE,2308.0,,0,0,0,,1994.295,1441.401,1441.401,0,Tubing Pressure,1713.73765625665
GOOSE,2309.0,,0,0,0,,1992.118,1440.732,1440.732,0,Tubing Pressure,1712.9250064343
GOOSE,2310.0,,0,0,0,,1989.653,1439.778,1439.778,0,Tubing Pressure,1711.76616573397
GOOSE,2311.0,,0,0,0,,1988.026,1439.05,1439.05,0,Tubing Pressure,1710.8818553536
GOOSE,2312.0,,0,0,0,,1986.849,1438.405,1438.405,0,Tubing Pressure,1710.09836869417
GOOSE,2313.0,,0,0,0,,1985.892,1437.84,1437.84,0,Tubing Pressure,1709.41206083841
GOOSE,2314.0,,0,0,0,,1983.52,1437.052,1437.052,0,Tubing Pressure,1708.45487729507
GOOSE,2315.0,,0,0,0,,1981.613,1436.177,1436.177,0,Tubing Pressure,1707.39201984865
GOOSE,2316.0,,0,0,0,,1979.802,1435.391,1435.391,0,Tubing Pressure,1706.43727429494
GOOSE,2317.0,,0,0,0,,1978.593,1434.806,1434.806,0,Tubing Pressure,1705.72668392873
GOOSE,2318.0,,0,0,0,,1976.958,1434.097,1434.097,0,Tubing Pressure,1704.86547603994
GOOSE,2319.0,,0,0,0,,1975.71,1433.547,1433.547,0,Tubing Pressure,1704.19740454164
GOOSE,2320.0,,0,0,0,,1974.272,1432.925,1432.925,0,Tubing Pressure,1703.4418789598
GOOSE,2321.0,,0,0,0,,1972.185,1432.111,1432.111,0,Tubing Pressure,1702.45314082919
GOOSE,2322.0,,0,0,0,,1970.627,1431.474,1431.474,0,Tubing Pressure,1701.67940167246
GOOSE,2323.0,,0,0,0,,1969.038,1430.719,1430.719,0,Tubing Pressure,1700.76233601882
GOOSE,2324.0,,0,0,0,,1967.529,1429.951,1429.951,0,Tubing Pressure,1699.82948378344
GOOSE,2325.0,,0,0,0,,1965.601,1429.221,1429.221,0,Tubing Pressure,1698.94279239562
GOOSE,2326.0,,0,0,0,,1963.879,1428.488,1428.488,0,Tubing Pressure,1698.05246169521
GOOSE,2327.0,,0,0,0,,1961.888,1427.688,1427.688,0,Tubing Pressure,1697.08075445133
GOOSE,2328.0,,0,0,0,,1960.106,1427.004,1427.004,0,Tubing Pressure,1696.24994837955
GOOSE,2329.0,,0,0,0,,1959.1,1426.282,1426.282,0,Tubing Pressure,1695.37299012551
GOOSE,2330.0,,0,0,0,,1957.899,1425.525,1425.525,0,Tubing Pressure,1694.45352415991
GOOSE,2331.0,,0,0,0,,1956.371,1424.946,1424.946,0,Tubing Pressure,1693.75026340339
GOOSE,2332.0,,0,0,0,,1955.516,1424.411,1424.411,0,Tubing Pressure,1693.10044780148
GOOSE,2333.0,,0,0,0,,1954.012,1423.792,1423.792,0,Tubing Pressure,1692.34860792104
GOOSE,2334.0,,0,0,0,,1952.461,1423.001,1423.001,0,Tubing Pressure,1691.38786071619
GOOSE,2335.0,,0,0,0,,1950.571,1422.219,1422.219,0,Tubing Pressure,1690.43804973423
GOOSE,2336.0,,0,0,0,,1949.927,1421.717,1421.717,0,Tubing Pressure,1689.82832711061
GOOSE,2337.0,,0,0,0,,1948.04,1420.853,1420.853,0,Tubing Pressure,1688.7789289606
GOOSE,2338.0,,0,0,0,,1946.773,1420.162,1420.162,0,Tubing Pressure,1687.93965749855
GOOSE,2339.0,,0,0,0,,1944.839,1419.424,1419.424,0,Tubing Pressure,1687.04330511489
GOOSE,2340.0,,0,0,0,,1944.124,1418.892,1418.892,0,Tubing Pressure,1686.39715671786
GOOSE,2341.0,,0,0,0,,1942.525,1418.124,1418.124,0,Tubing Pressure,1685.46437567573
GOOSE,2342.0,,0,0,0,,1940.179,1417.187,1417.187,0,Tubing Pressure,1684.32634140306
GOOSE,2343.0,,0,0,0,,1938.599,1416.48,1416.48,0,Tubing Pressure,1683.46765865659
GOOSE,2344.0,,0,0,0,,1937.533,1415.756,1415.756,0,Tubing Pressure,1682.58833286829
GOOSE,2345.0,,0,0,0,,1936.652,631.538,631.538,0,Tubing Pressure,739.027115470951
GOOSE,2346.0,,0,0,0,,1934.966,-1.443,-1.443,0,Tubing Pressure,
GOOSE,2347.0,,3.80491,0,14.8,,1479.155,788.887,788.887,798.925,Tubing Pressure,1280.70599488313
